"feature"	"intensity"	"Average.Rt.min."	"Average.Mz"	"molecularFormula.x"	"adduct.x"	"precursorFormula.x"	"NPC.pathway"	"NPC.pathway.Probability"	"NPC.superclass"	"NPC.superclass.Probability"	"NPC.class"	"NPC.class.Probability"	"ClassyFire.superclass"	"ClassyFire.superclass.probability"	"ClassyFire.class"	"ClassyFire.class.Probability"	"ClassyFire.subclass"	"ClassyFire.subclass.Probability"	"ClassyFire.level.5"	"ClassyFire.level.5.Probability"	"ClassyFire.most.specific.class"	"ClassyFire.most.specific.class.Probability"	"ClassyFire.all.classifications"	"overallFeatureQuality.x"	"structurePerIdRank"	"formulaRank.y"	"ConfidenceScoreExact"	"ConfidenceScoreApproximate"	"CSI.FingerIDScore"	"ZodiacScore"	"SiriusScore"	"InChIkey2D"	"InChI"	"name"	"smiles"	"xlogp"	"pubchemids"	"links"
"N_34825"	2731	11.256	479.09756	"C21H24N2O7S2"	"[M - H]-"	"C21H23N2O7S2-"	"Alkaloids"	"0,460"	"Tyrosine alkaloids"	"0,044"	"Thiodiketopiperazine alkaloids"	"0,028"	"Organoheterocyclic compounds"	"0,972"	"Benzodioxanes"	"0,938"	"Benzo-1,4-dioxanes"	"0,972"	""	""	"Benzo-1,4-dioxanes"	"0,972"	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Sulfones; Carboxylic acid derivatives; Sulfonyls; Dioxins; Para dioxins; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Benzodioxanes; Benzo-1,4-dioxanes; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	8	"0,061"	"0,061"	"-398,809"	NA	"15,807"	"VIWDSTUVCAZZDF"	"InChI=1S/C21H24N2O7S2/c1-3-4-13-30-19-9-11-20(12-10-19)32(28,29)15-21(23(25)16-24)18-7-5-17(6-8-18)14-22-31(2,26)27/h5-12,16,21-22,25H,13-15H2,1-2H3"	"N-{2-[4-(but-2-yn-1-yloxy)benzenesulfonyl]-1-[4-(methanesulfonamidomethyl)phenyl]ethyl}-N-hydroxyformamide"	"CC#CCOC1=CC=C(C=C1)S(=O)(=O)CC(C2=CC=C(C=C2)CNS(=O)(=O)C)N(C=O)O"	"1,200"	"56598918"	"PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(56598918)"
"P_37386"	2731	1.221	445.11114	"C16H19ClN8O4"	"[M + Na]+"	"C16H19ClN8NaO4+"	"Carbohydrates"	"0,509"	"Oligopeptides"	"0,587"	"Purine nucleosides"	"0,505"	"Organic acids and derivatives"	"0,916"	"Carboxylic acids and derivatives"	"0,876"	"Amino acids, peptides, and analogues"	"0,726"	"Amino acids and derivatives"	"0,721"	"Amino acids and derivatives"	"0,721"	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; N-substituted imidazoles; Benzenoids; Amines; Aryl halides; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,041"	"0,041"	"-313,028"	NA	"25,404"	"CLODVYXNEXFMOL"	"InChI=1S/C16H19ClN8O4/c1-3-24(7-8-6-9(25(27)28)4-5-10(8)29-2)14-12(17)21-11(13(18)22-14)15(26)23-16(19)20/h4-6H,3,7H2,1-2H3,(H2,18,22)(H4,19,20,23,26)"	"5-(N-Ethyl-(2'-methoxy-5'-nitrobenzyl))amiloride"	"CCN(CC1=C(C=CC(=C1)[N+](=O)[O-])OC)C2=NC(=C(N=C2Cl)C(=O)N=C(N)N)N"	"1,800"	"130061"	"MESH:(130061);PUBCHEM:(130061);DSSTox:(DTXSID30154106);PUBMED:(null)"
"N_19798"	2730	11.371	361.20006	"C17H26N6O3"	"[M - H]-"	"C17H25N6O3-"	"Alkaloids"	"0,946"	"Ornithine alkaloids"	"0,427"	"Polyamines"	"0,573"	"Organic acids and derivatives"	"1,000"	"Carboxylic acids and derivatives"	"0,997"	"Amino acids, peptides, and analogues"	"0,886"	"Amino acids and derivatives"	"0,881"	"Beta amino acids and derivatives"	"0,524"	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Beta amino acids and derivatives; Diazinanes; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	4	"0,026"	"0,026"	"-197,526"	NA	"9,824"	"KEKIOWKVECAMCR"	"InChI=1S/C17H26N6O3/c24-17(18-2-4-21-5-9-25-10-6-21)23-3-1-14-13-19-16(20-15(14)23)22-7-11-26-12-8-22/h13H,1-12H2,(H,18,24)"	"2-morpholin-4-yl-N-(2-morpholin-4-ylethyl)-5,6-dihydropyrrolo[2,3-d]pyrimidine-7-carboxamide"	"C1CN(C2=NC(=NC=C21)N3CCOCC3)C(=O)NCCN4CCOCC4"	"-0,500"	"159110352"	"PUBCHEM:(159110352)"
"P_17041"	2727	11.421	298.27379	"C18H32O2"	"[M + H3N + H]+"	"C18H36NO2+"	"Fatty acids"	"1,000"	"Fatty Acids and Conjugates"	"0,950"	"Unsaturated fatty acids"	"0,971"	"Lipids and lipid-like molecules"	"0,989"	"Fatty Acyls"	"0,987"	"Lineolic acids and derivatives"	"0,681"	""	""	"Lineolic acids and derivatives"	"0,681"	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,298"	"0,464"	"-90,050"	NA	"136,218"	"RGTIBVZDHOMOKC"	"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-8,11-17H2,1H3,(H,19,20)"	"Stearolsaeure"	"CCCCCCCCC#CCCCCCCCC(=O)O"	"6,546"	"68167"	"PUBCHEMANNOTATIONBIO:(null);BloodExposome:(68167);LIPIDMAPS:(LMFA01030455);SUPERNATURAL:(SN0324934);MESH:(68167);PUBCHEM:(68167);COCONUT:(CNP0108185);NORMAN:(NS00043436);CHEBI:(28801);KEGG:(C08459);DSSTox:(DTXSID90198647);LOTUS:(Q27103903);PUBMED:(null);KNAPSACK:(RGTIBVZDHOMOKC-UHFFFAOYSA-N)"
"P_9662"	2727	10.862	219.10071	"C13H14O3"	"[M + H]+"	"C13H15O3+"	"Shikimates and Phenylpropanoids"	"0,714"	"Coumarins"	"0,295"	"Kavalactones and derivatives"	"0,194"	"Organic oxygen compounds"	"1,000"	"Organooxygen compounds"	"1,000"	"Ethers"	"0,627"	"Alkyl aryl ethers"	"0,627"	"Alkyl aryl ethers"	"0,627"	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,128"	"0,128"	"-111,128"	NA	"103,730"	"VBALZFAMLTTXLW"	"InChI=1S/C13H14O3/c1-9(14)15-11-4-5-12-10(8-11)6-7-13(2,3)16-12/h4-8H,1-3H3"	"2,2-dimethyl-2H-chromen-6-yl acetate"	"CC(=O)OC1=CC2=C(C=C1)OC(C=C2)(C)C"	"2,697"	"69064900"	"COCONUT:(CNP0400516);SUPERNATURAL:(SN0385487);PUBCHEM:(69064900)"
"P_10753"	2726	2.504	231.08399	"C6H12N6O5"	"[M - H2O + H]+"	"C6H11N6O4+"	"Amino acids and Peptides"	"0,808"	"Small peptides"	"0,911"	"Aminoacids"	"0,387"	"Organic acids and derivatives"	"0,935"	"Carboxylic acids and derivatives"	"0,843"	"Amino acids, peptides, and analogues"	"0,650"	"Amino acids and derivatives"	"0,650"	"Amino acids and derivatives"	"0,650"	"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,042"	"0,042"	"-162,414"	NA	"12,643"	"DDRAUYPHHJWIMO"	"InChI=1S/C6H12N6O5/c7-5(8)11-16-3(14)1-2(13)4(15)17-12-6(9)10/h2,13H,1H2,(H4,7,8,11)(H4,9,10,12)"	"Bis(diaminomethylideneamino) 2-hydroxybutanedioate"	"C(C(C(=O)ON=C(N)N)O)C(=O)ON=C(N)N"	"-3,000"	"88387451"	"PUBCHEM:(88387451)"
"N_33233"	2725	17.25	466.87315	"C12H10Br2N2O8"	"[M - H]-"	"C12H9Br2N2O8-"	"Alkaloids"	"0,375"	"Ornithine alkaloids"	"0,028"	"Polyamines"	"0,046"	"Benzenoids"	"1,000"	"Benzene and substituted derivatives"	"0,995"	"Benzoic acids and derivatives"	"0,558"	""	""	"Benzoic acids and derivatives"	"0,558"	"Organic compounds; Halobenzenes; Nitrobenzenes; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl bromides; Carboxylic acid derivatives; Bromobenzenes; Organic nitro compounds; Organic oxoazanium compounds; Organobromides; Benzene and substituted derivatives; Benzenoids; Bromophenols; O-bromophenols; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	NA	1	1	"-Infinity"	"-Infinity"	"-271,099"	NA	"13,695"	"SBBACPKIARNCFA"	"InChI=1S/C12H10Br2N2O8/c13-9(11(21)23-15-5(17)1-2-6(15)18)10(14)12(22)24-16-7(19)3-4-8(16)20/h9-10H,1-4H2"	"Bis(2,5-dioxopyrrolidin-1-yl) 2,3-dibromobutanedioate"	"C1CC(=O)N(C1=O)OC(=O)C(C(C(=O)ON2C(=O)CCC2=O)Br)Br"	"-0,100"	"129157449"	"PUBCHEM:(129157449)"
"P_16728"	2724	9.723	295.19191	"C17H26O4"	"[M + H]+"	"C17H27O4+"	"Shikimates and Phenylpropanoids"	"0,213"	"Diarylheptanoids"	"0,085"	"Fatty alcohols"	"0,141"	"Benzenoids"	"0,973"	"Phenols"	"0,838"	"Methoxyphenols"	"0,919"	"Gingerols"	"0,557"	"Gingerols"	"0,557"	"Organic compounds; Lipids and lipid-like molecules; Ketones; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Gingerols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities"	NA	1	3	"0,806"	"0,806"	"-127,116"	NA	"92,416"	"NLDDIKRKFXEWBK"	"InChI=1S/C17H26O4/c1-3-4-5-6-14(18)12-15(19)9-7-13-8-10-16(20)17(11-13)21-2/h8,10-11,14,18,20H,3-7,9,12H2,1-2H3"	"Gingerol"	"CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O"	"3,742"	"101793196;3473;442793;12310197"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0005783);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(442793 3473);LIPIDMAPS:(LMPK15020007);SUPERNATURAL:(SN0248544);MESH:(442793);FooDB:(FDB001108);PUBCHEM:(101793196 3473 442793 12310197);GNPS:(CCMSLIB00000847634 CCMSLIB00000847635);COCONUT:(CNP0314204);NORMAN:(NS00027445 NS00067014);METACYC:(CPD-13494);PLANTCYC:(CPD-13494);CHEBI:(10136 181480);KEGG:(C10462);DSSTox:(DTXSID3041035 DTXSID40274400 DTXSID40860302 DTXSID70487228);LOTUS:(Q72484395 Q421081);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(NLDDIKRKFXEWBK-UHFFFAOYSA-N)"
"P_44657"	2722	5.716	495.24181	"C21H36N4O8"	"[M + Na]+"	"C21H36N4NaO8+"	"Amino acids and Peptides"	"0,686"	"Nucleosides"	"0,300"	"Pyrimidine nucleosides"	"0,196"	"Organic acids and derivatives"	"0,974"	"Carboxylic acids and derivatives"	"0,923"	"Amino acids, peptides, and analogues"	"0,510"	"Amino acids and derivatives"	"0,502"	"Amino acids and derivatives"	"0,502"	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,056"	"0,056"	"-687,474"	NA	"40,918"	"UKTIJASCFRNWCB"	"InChI=1S/C21H36N4O8/c1-4-5-6-7-8-9-16(28)32-11-14(27)18(31-3)19-17(24-12(2)26)13(25-21(22)23)10-15(33-19)20(29)30/h10,13-14,17-19,27H,4-9,11H2,1-3H3,(H,24,26)(H,29,30)(H4,22,23,25)"	"3-acetamido-4-(diaminomethylideneamino)-2-[(1R,2R)-2-hydroxy-1-methoxy-3-octanoyloxypropyl]-3,4-dihydro-2H-pyran-6-carboxylic acid"	"CCCCCCCC(=O)OCC(C(C1C(C(C=C(O1)C(=O)O)N=C(N)N)NC(=O)C)OC)O"	"0,400"	"154966016;67451220;9847629;20751579;135359197;162641749;56603695;70682906;10412535;59683968;12071753;117939920;117939921;24966480"	"PUBCHEMANNOTATIONBIO;NORMAN:(NS00071052);HMDB:(HMDB0250552);BloodExposome:(46919879 10412535 9847629 56603695);CHEBI:(134741);KEGG:(C21598);MESH:(9847629 10412535 20751579 56603695);PUBCHEM:(154966016 67451220 9847629 20751579 135359197 162641749 56603695 70682906 10412535 59683968 12071753 117939920 117939921 24966480);DSSTox:(DTXSID001314719 DTXSID301033160 DTXSID70153991);PUBCHEMANNOTATIONDRUG;PUBMED"
"N_23754"	2718	13.619	393.1717	"C21H27FO6"	"[M - H]-"	"C21H26FO6-"	"Terpenoids"	"0,987"	"Steroids"	"0,965"	"Pregnane steroids"	"0,981"	"Lipids and lipid-like molecules"	"0,901"	"Steroids and steroid derivatives"	"0,987"	"Pregnane steroids"	"0,987"	"Gluco/mineralocorticoids, progestogins and derivatives"	"0,986"	"Gluco/mineralocorticoids, progestogins and derivatives"	"0,986"	"Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Oxosteroids; Cyclic alcohols and derivatives; Hydroxysteroids; Gluco/mineralocorticoids, progestogins and derivatives; Organofluorides; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Halohydrins; Fluorohydrins; Halogenated steroids; Alkyl halides; Alpha-hydroxy ketones; 3-oxo delta-1,4-steroids; Delta-1,4-steroids; 3-oxosteroids; 20-oxosteroids; 21-hydroxysteroids; 11-hydroxysteroids; 17-hydroxysteroids; Cyclic ketones; Pregnane steroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	2	"0,946"	"0,946"	"-196,405"	NA	"15,941"	"GFNANZIMVAIWHM"	"InChI=1S/C21H27FO6/c1-18-6-5-12(24)7-11(18)3-4-13-14-8-15(25)21(28,17(27)10-23)19(14,2)9-16(26)20(13,18)22/h5-7,13-16,23,25-26,28H,3-4,8-10H2,1-2H3"	"9b-fluoro-1,2,10-trihydroxy-1-(2-hydroxyacetyl)-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,5H,7H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-one"	"CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O"	"1,123"	"58690193;124745447;124900700;124900703;124903170;124903171;124903172;6604026;6604223;20727438;156059065;16394619;42051994;42051995;126456792;22790939;7061349;7061350;7061351;7067791;135639000;20056841;6432032;6452518;5702125;146156743;16757739;56613267;126963573;99644492;969506;60205014;129009976;129010247;71752670;93289042;132342653;5544;31307;123657;46783135;12359177;12359179;12359180;1258562;133687281;122130023;11869428;11869429;11869430;11869431;11870426;11891483;11891484;11891485;164574136;44270988;143811220;138402699;24758541;24867264"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0014758);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(31307);SUPERNATURAL:(SN0104332);HSDB:(124-94-7);MESH:(5544 31307);PUBCHEM:(58690193 124745447 124900700 124900703 124903170 124903171 124903172 6604026 6604223 20727438 156059065 16394619 42051994 42051995 126456792 22790939 7061349 7061350 7061351 7067791 135639000 20056841 6432032 6452518 5702125 146156743 16757739 56613267 126963573 99644492 969506 60205014 129009976 129010247 71752670 93289042 132342653 5544 31307 123657 46783135 12359177 12359179 12359180 1258562 133687281 122130023 11869428 11869429 11869430 11869431 11870426 11891483 11891484 11891485 164574136 44270988 143811220 138402699 24758541 24867264);GNPS:(CCMSLIB00000086163);COCONUT:(CNP0203822);NORMAN:(NS00007956);CHEBI:(9667);DSSTox:(DTXSID00859232 DTXSID1040742 DTXSID10859920 DTXSID201010066);PUBCHEMANNOTATIONDRUG;PUBMED"
"P_12730"	2716	9.858	252.19345	"C10H25N3O4"	"[M + H]+"	"C10H26N3O4+"	"Fatty acids"	"0,896"	"Fatty acyls"	"0,850"	"Fatty alcohols"	"0,853"	"Organic nitrogen compounds"	"0,950"	"Organonitrogen compounds"	"0,792"	""	""	""	""	"Organonitrogen compounds"	"0,792"	"Organic compounds; Organonitrogen compounds; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,018"	"0,018"	"-240,704"	NA	"27,956"	"CVHXLYVSUFLGEI"	"InChI=1S/C10H25N3O4/c11-3-7(14)1-9(16)5-13-6-10(17)2-8(15)4-12/h7-10,13-17H,1-6,11-12H2"	"(2S,4R)-1-amino-5-[[(2R,4S)-5-amino-2,4-dihydroxypentyl]amino]pentane-2,4-diol"	"C(C(CN)O)C(CNCC(CC(CN)O)O)O"	"-3,800"	"44512416;44544731;44544732;44544733;44544734;44544735;44544832;44544833;44544834;44544835;44544836;88895258;88895259;88895260;88895261;88895364;88895368;88895369;88895370;88895371"	"CHEBI:(178009 178110);PUBCHEM:(44512416 44544731 44544732 44544733 44544734 44544735 44544832 44544833 44544834 44544835 44544836 88895258 88895259 88895260 88895261 88895364 88895368 88895369 88895370 88895371);LOTUS:(Q111269230)"
"N_12542"	2713	13.743	286.0393	"C9H7F2N5O4"	"[M - H]-"	"C9H6F2N5O4-"	"Alkaloids"	"0,225"	"Small peptides"	"0,130"	"Aminoacids"	"0,067"	"Organic 1,3-dipolar compounds"	"0,992"	"Allyl-type 1,3-dipolar organic compounds"	"0,995"	"Organic nitro compounds"	"0,995"	"C-nitro compounds"	"0,994"	"Nitroaromatic compounds"	"0,986"	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Organic nitro compounds; Diazines; Organic oxoazanium compounds; Organofluorides; Benzene and substituted derivatives; Amines; Primary amines; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities"	NA	1	3	"-Infinity"	"-Infinity"	"-158,243"	NA	"12,504"	"VVLFMIXILVLYPN"	"InChI=1S/C9H7F2N5O4/c10-9(11)15-2-1-12-6(15)4-14-3-5(16(19)20)7(13-14)8(17)18/h1-3,9H,4H2,(H,17,18)"	"1-[[1-(Difluoromethyl)imidazol-2-yl]methyl]-4-nitropyrazole-3-carboxylic acid"	"C1=CN(C(=N1)CN2C=C(C(=N2)C(=O)O)[N+](=O)[O-])C(F)F"	"0,500"	"107345630"	"PUBCHEM:(107345630)"
"P_38315"	2707	12.601	451.31763	"C25H46N2O7"	"[M - H4O2 + H]+"	"C25H43N2O5+"	"Fatty acids"	"0,300"	"Linear polyketides"	"0,522"	"Open-chain polyketides"	"0,686"	"Organic acids and derivatives"	"0,996"	"Carboxylic acids and derivatives"	"0,986"	"Amino acids, peptides, and analogues"	"0,565"	"Amino acids and derivatives"	"0,550"	"Amino acids and derivatives"	"0,550"	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	3	"0,072"	"0,072"	"-416,336"	NA	"26,432"	"BMMGKKOOKSVEEE"	"InChI=1S/C25H46N2O7/c1-5-18(4)11-9-7-6-8-10-12-19(28)16-22(29)26-20(13-14-23(30)31)24(32)27-21(25(33)34)15-17(2)3/h17-21,28H,5-16H2,1-4H3,(H,26,29)(H,27,32)(H,30,31)(H,33,34)"	"Gageotetrin A"	"CCC(C)CCCCCCCC(CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)O)O"	"4,700"	"102225143;162876267;162876268"	"COCONUT:(CNP0141456);SUPERNATURAL:(SN0029555);MESH:(102225143);PUBCHEM:(102225143 162876267 162876268);PUBMED:(null)"
"P_6291"	2706	5.756	180.07589	"C8H9N3O2"	"[M + H]+"	"C8H10N3O2+"	"Alkaloids"	"0,900"	"Small peptides"	"0,542"	"Aminoacids"	"0,434"	"Benzenoids"	"0,990"	"Benzene and substituted derivatives"	"0,884"	"Benzoic acids and derivatives"	"0,789"	"Benzoic acids"	"0,576"	"Benzoic acids"	"0,576"	"Organic compounds; Organoheterocyclic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,230"	"0,230"	"-131,665"	NA	"24,490"	"AZTOWTOBHDLODP"	"InChI=1S/C8H9N3O2/c9-7(11-13)5-1-3-6(4-2-5)8(10)12/h1-4,13H,(H2,9,11)(H2,10,12)"	"4-[Amino(hydroxyimino)methyl]benzamide"	"C1=CC(=CC=C1C(=NO)N)C(=O)N"	"-0,100"	"21328277;73010544;73780984"	"PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(21328277 73010544 73780984)"
"N_25991"	2701	11.022	411.09446	"C22H22O4P2"	"[M - H]-"	"C22H21O4P2-"	"Fatty acids"	"0,796"	"Glycerophospholipids"	"0,973"	"Glycerophosphates"	"0,233"	"Organic acids and derivatives"	"0,995"	"Organic phosphoric acids and derivatives"	"0,996"	"Phosphate esters"	"0,993"	"Aryl phosphates"	"0,551"	"Aryl phosphates"	"0,551"	"Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Carboxylic acid esters; Benzenoids; Alkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Aryl phosphates; Chemical entities"	NA	1	3	"0,097"	"0,097"	"-157,236"	NA	"10,498"	"OXUHLWZOLRLOAU"	"InChI=1S/C22H23O4P2/c23-19-21(25)28(17-12-6-2-7-13-17,18-14-8-3-9-15-18)22(26)20(24)27(19)16-10-4-1-5-11-16/h1-15,19-26H/q+1"	"1,1,4-Triphenyl-1,4-diphosphinan-1-ium-2,3,5,6-tetrol"	"C1=CC=C(C=C1)P2C(C([P+](C(C2O)O)(C3=CC=CC=C3)C4=CC=CC=C4)O)O"	"2,000"	"57036223"	"PUBCHEM:(57036223)"
"N_27843"	2695	12.419	425.10957	"C23H23ClN2O2S"	"[M - H]-"	"C23H22ClN2O2S-"	"Alkaloids"	"0,950"	"Tryptophan alkaloids"	"0,855"	"Carboline alkaloids"	"0,073"	"Benzenoids"	"1,000"	"Benzene and substituted derivatives"	"0,971"	"Benzenesulfonamides"	"0,961"	""	""	"Benzenesulfonamides"	"0,961"	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Halobenzenes; Indoles and derivatives; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Aryl chlorides; Chlorobenzenes; Sulfonyls; Quinolines and derivatives; Organochlorides; Organosulfonamides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	7	"0,076"	"0,076"	"-310,320"	NA	"6,842"	"SPJJNZAAMVPVFV"	"InChI=1S/C23H23ClN2O2S/c24-21-13-11-20(12-14-21)23(19-7-3-1-4-8-19)25-15-17-26(18-16-25)29(27,28)22-9-5-2-6-10-22/h1-14,23H,15-18H2"	"1-(benzenesulfonyl)-4-[(S)-(4-chlorophenyl)-phenylmethyl]piperazine"	"C1CN(CCN1C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl)S(=O)(=O)C4=CC=CC=C4"	"4,700"	"96359845;96359846;25123144"	"PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(96359845 96359846 25123144)"
